Record ID,year,month,MoleculeName,TradeName,ProductName,Packs,Value,Date
263,2018,2,molecule5,brand7,SKU18,33128.0,135221.3057319818,2018-02-01
262,2018,2,molecule5,brand7,SKU17,295652.0,644438.5364527119,2018-02-01
260,2018,2,molecule5,brand7,SKU15,157303.0,317667.15546325175,2018-02-01
259,2018,2,molecule5,brand7,SKU14,79963.0,227302.23304642134,2018-02-01
258,2018,2,molecule5,brand6,SKU13,20863.0,93315.46650422738,2018-02-01
257,2018,2,molecule5,brand6,SKU12,65725.0,179243.16105466356,2018-02-01
256,2018,2,molecule5,brand6,SKU11,16346.0,82027.71183057895,2018-02-01
255,2018,2,molecule5,brand6,SKU10,37976.0,97024.78556366885,2018-02-01
254,2018,2,molecule5,brand6,SKU9,7166.0,41187.37801094843,2018-02-01
253,2018,2,molecule5,brand6,SKU8,14074.0,50245.29805801837,2018-02-01
252,2018,2,molecule4,brand5,SKU7,3767.0,64676.920108286155,2018-02-01
251,2018,2,molecule4,brand4,SKU6,763.0,4969.598850369778,2018-02-01
250,2018,2,molecule3,brand3,SKU5,14712.0,48901.726318153196,2018-02-01
249,2018,2,molecule3,brand3,SKU4,15234.0,65344.0642771854,2018-02-01
248,2018,2,molecule2,brand2,SKU3,24545.0,10370.509568258252,2018-02-01
247,2018,2,molecule2,brand2,SKU2,7826.0,5494.535646052743,2018-02-01
246,2018,2,molecule1,brand1,SKU1,842.0,8758.12023861789,2018-02-01
306,2018,2,molecule14,brand31,SKU78,214.0,13885.212099698916,2018-02-01
273,2018,2,molecule5,brand11,SKU28,26810.0,220391.38433168383,2018-02-01
274,2018,2,molecule5,brand12,SKU29,1637.0,17652.23842324063,2018-02-01
261,2018,2,molecule5,brand7,SKU16,27187.0,107087.66974721882,2018-02-01
303,2018,2,molecule12,brand29,SKU74,1034.0,3800.778920053069,2018-02-01
